instant,dteday,season,mnth,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,yr
322,2011-01-14 00:00:00.000000000,1.0,0.6931471805599453,21.0,False,5.0,0.6931471805599453,0.16,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
323,2011-01-14 00:00:00.000000000,1.0,0.6931471805599453,22.0,False,5.0,1.0986122886681098,0.16,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
324,2011-01-14 00:00:00.000000000,1.0,0.6931471805599453,23.0,False,5.0,1.0986122886681098,0.18,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
325,2011-01-15 00:00:00.000000000,1.0,0.6931471805599453,0.0,False,6.0,0.6931471805599453,0.18,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
326,2011-01-15 00:00:00.000000000,1.0,0.6931471805599453,1.0,False,6.0,1.0986122886681098,0.16,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
327,2011-01-15 00:00:00.000000000,1.0,0.6931471805599453,2.0,False,6.0,1.0986122886681098,0.16,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
328,2011-01-15 00:00:00.000000000,1.0,0.6931471805599453,3.0,False,6.0,1.0986122886681098,0.16,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
329,2011-01-15 00:00:00.000000000,1.0,0.6931471805599453,4.0,False,6.0,1.0986122886681098,0.16,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
330,2011-01-15 00:00:00.000000000,1.0,0.6931471805599453,5.0,False,6.0,0.6931471805599453,0.16,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
331,2011-01-15 00:00:00.000000000,1.0,0.6931471805599453,6.0,False,6.0,0.6931471805599453,0.14,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
332,2011-01-15 00:00:00.000000000,1.0,0.6931471805599453,7.0,False,6.0,0.6931471805599453,0.14,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
333,2011-01-15 00:00:00.000000000,1.0,0.6931471805599453,8.0,False,6.0,0.6931471805599453,0.14,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
334,2011-01-15 00:00:00.000000000,1.0,0.6931471805599453,9.0,False,6.0,0.6931471805599453,0.16,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
335,2011-01-15 00:00:00.000000000,1.0,0.6931471805599453,10.0,False,6.0,0.6931471805599453,0.18,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
336,2011-01-15 00:00:00.000000000,1.0,0.6931471805599453,11.0,False,6.0,0.6931471805599453,0.2,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
337,2011-01-15 00:00:00.000000000,1.0,0.6931471805599453,12.0,False,6.0,0.6931471805599453,0.24,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
338,2011-01-15 00:00:00.000000000,1.0,0.6931471805599453,13.0,False,6.0,0.6931471805599453,0.28,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
339,2011-01-15 00:00:00.000000000,1.0,0.6931471805599453,14.0,False,6.0,0.6931471805599453,0.3,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
340,2011-01-15 00:00:00.000000000,1.0,0.6931471805599453,15.0,False,6.0,1.0986122886681098,0.32,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
341,2011-01-15 00:00:00.000000000,1.0,0.6931471805599453,16.0,False,6.0,1.0986122886681098,0.34,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
342,2011-01-15 00:00:00.000000000,1.0,0.6931471805599453,17.0,False,6.0,1.0986122886681098,0.32,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
343,2011-01-15 00:00:00.000000000,1.0,0.6931471805599453,18.0,False,6.0,1.0986122886681098,0.3,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
344,2011-01-15 00:00:00.000000000,1.0,0.6931471805599453,19.0,False,6.0,1.0986122886681098,0.32,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
345,2011-01-15 00:00:00.000000000,1.0,0.6931471805599453,20.0,False,6.0,1.0986122886681098,0.32,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
346,2011-01-15 00:00:00.000000000,1.0,0.6931471805599453,21.0,False,6.0,1.0986122886681098,0.32,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
347,2011-01-15 00:00:00.000000000,1.0,0.6931471805599453,22.0,False,6.0,1.0986122886681098,0.3,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
348,2011-01-15 00:00:00.000000000,1.0,0.6931471805599453,23.0,False,6.0,0.6931471805599453,0.3,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
349,2011-01-16 00:00:00.000000000,1.0,0.6931471805599453,0.0,False,0.0,0.6931471805599453,0.26,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
350,2011-01-16 00:00:00.000000000,1.0,0.6931471805599453,1.0,False,0.0,0.6931471805599453,0.26,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
351,2011-01-16 00:00:00.000000000,1.0,0.6931471805599453,2.0,False,0.0,0.6931471805599453,0.26,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
352,2011-01-16 00:00:00.000000000,1.0,0.6931471805599453,3.0,False,0.0,0.6931471805599453,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
353,2011-01-16 00:00:00.000000000,1.0,0.6931471805599453,4.0,False,0.0,0.6931471805599453,0.26,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
354,2011-01-16 00:00:00.000000000,1.0,0.6931471805599453,5.0,False,0.0,1.0986122886681098,0.26,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
355,2011-01-16 00:00:00.000000000,1.0,0.6931471805599453,6.0,False,0.0,1.0986122886681098,0.26,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
356,2011-01-16 00:00:00.000000000,1.0,0.6931471805599453,7.0,False,0.0,1.0986122886681098,0.24,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
357,2011-01-16 00:00:00.000000000,1.0,0.6931471805599453,8.0,False,0.0,0.6931471805599453,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
358,2011-01-16 00:00:00.000000000,1.0,0.6931471805599453,9.0,False,0.0,0.6931471805599453,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
359,2011-01-16 00:00:00.000000000,1.0,0.6931471805599453,10.0,False,0.0,0.6931471805599453,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
360,2011-01-16 00:00:00.000000000,1.0,0.6931471805599453,11.0,False,0.0,0.6931471805599453,0.24,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
361,2011-01-16 00:00:00.000000000,1.0,0.6931471805599453,12.0,False,0.0,0.6931471805599453,0.24,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
362,2011-01-16 00:00:00.000000000,1.0,0.6931471805599453,13.0,False,0.0,0.6931471805599453,0.26,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
363,2011-01-16 00:00:00.000000000,1.0,0.6931471805599453,14.0,False,0.0,0.6931471805599453,0.28,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
364,2011-01-16 00:00:00.000000000,1.0,0.6931471805599453,15.0,False,0.0,0.6931471805599453,0.26,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
365,2011-01-16 00:00:00.000000000,1.0,0.6931471805599453,16.0,False,0.0,0.6931471805599453,0.24,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
366,2011-01-16 00:00:00.000000000,1.0,0.6931471805599453,17.0,False,0.0,0.6931471805599453,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
367,2011-01-16 00:00:00.000000000,1.0,0.6931471805599453,18.0,False,0.0,0.6931471805599453,0.2,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
368,2011-01-16 00:00:00.000000000,1.0,0.6931471805599453,19.0,False,0.0,0.6931471805599453,0.18,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
369,2011-01-16 00:00:00.000000000,1.0,0.6931471805599453,20.0,False,0.0,0.6931471805599453,0.18,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
370,2011-01-16 00:00:00.000000000,1.0,0.6931471805599453,21.0,False,0.0,0.6931471805599453,0.18,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
371,2011-01-16 00:00:00.000000000,1.0,0.6931471805599453,22.0,False,0.0,1.0986122886681098,0.2,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
372,2011-01-16 00:00:00.000000000,1.0,0.6931471805599453,23.0,False,0.0,1.0986122886681098,0.2,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
373,2011-01-17 00:00:00.000000000,1.0,0.6931471805599453,0.0,True,1.0,1.0986122886681098,0.2,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
374,2011-01-17 00:00:00.000000000,1.0,0.6931471805599453,1.0,True,1.0,1.0986122886681098,0.2,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
375,2011-01-17 00:00:00.000000000,1.0,0.6931471805599453,2.0,True,1.0,1.0986122886681098,0.18,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
376,2011-01-17 00:00:00.000000000,1.0,0.6931471805599453,3.0,True,1.0,1.0986122886681098,0.18,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
377,2011-01-17 00:00:00.000000000,1.0,0.6931471805599453,4.0,True,1.0,1.0986122886681098,0.18,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
378,2011-01-17 00:00:00.000000000,1.0,0.6931471805599453,5.0,True,1.0,1.0986122886681098,0.18,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
379,2011-01-17 00:00:00.000000000,1.0,0.6931471805599453,6.0,True,1.0,1.0986122886681098,0.18,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
380,2011-01-17 00:00:00.000000000,1.0,0.6931471805599453,7.0,True,1.0,1.0986122886681098,0.16,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
381,2011-01-17 00:00:00.000000000,1.0,0.6931471805599453,8.0,True,1.0,1.0986122886681098,0.16,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
382,2011-01-17 00:00:00.000000000,1.0,0.6931471805599453,9.0,True,1.0,1.0986122886681098,0.16,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
383,2011-01-17 00:00:00.000000000,1.0,0.6931471805599453,10.0,True,1.0,1.0986122886681098,0.16,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
384,2011-01-17 00:00:00.000000000,1.0,0.6931471805599453,11.0,True,1.0,1.0986122886681098,0.16,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
385,2011-01-17 00:00:00.000000000,1.0,0.6931471805599453,12.0,True,1.0,1.0986122886681098,0.18,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
386,2011-01-17 00:00:00.000000000,1.0,0.6931471805599453,13.0,True,1.0,1.0986122886681098,0.18,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
387,2011-01-17 00:00:00.000000000,1.0,0.6931471805599453,14.0,True,1.0,1.0986122886681098,0.18,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
388,2011-01-17 00:00:00.000000000,1.0,0.6931471805599453,15.0,True,1.0,1.0986122886681098,0.2,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
389,2011-01-17 00:00:00.000000000,1.0,0.6931471805599453,16.0,True,1.0,1.0986122886681098,0.2,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
390,2011-01-17 00:00:00.000000000,1.0,0.6931471805599453,17.0,True,1.0,0.6931471805599453,0.2,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
391,2011-01-17 00:00:00.000000000,1.0,0.6931471805599453,18.0,True,1.0,1.0986122886681098,0.18,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
392,2011-01-17 00:00:00.000000000,1.0,0.6931471805599453,19.0,True,1.0,1.3862943611198906,0.18,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
393,2011-01-17 00:00:00.000000000,1.0,0.6931471805599453,20.0,True,1.0,1.3862943611198906,0.16,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
394,2011-01-17 00:00:00.000000000,1.0,0.6931471805599453,21.0,True,1.0,1.3862943611198906,0.16,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
395,2011-01-17 00:00:00.000000000,1.0,0.6931471805599453,22.0,True,1.0,1.3862943611198906,0.14,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
396,2011-01-17 00:00:00.000000000,1.0,0.6931471805599453,23.0,True,1.0,1.3862943611198906,0.16,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
397,2011-01-18 00:00:00.000000000,1.0,0.6931471805599453,12.0,False,2.0,1.0986122886681098,0.2,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
398,2011-01-18 00:00:00.000000000,1.0,0.6931471805599453,13.0,False,2.0,1.0986122886681098,0.2,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
399,2011-01-18 00:00:00.000000000,1.0,0.6931471805599453,14.0,False,2.0,1.0986122886681098,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
400,2011-01-18 00:00:00.000000000,1.0,0.6931471805599453,15.0,False,2.0,1.0986122886681098,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
401,2011-01-18 00:00:00.000000000,1.0,0.6931471805599453,16.0,False,2.0,1.0986122886681098,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
402,2011-01-18 00:00:00.000000000,1.0,0.6931471805599453,17.0,False,2.0,1.0986122886681098,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
403,2011-01-18 00:00:00.000000000,1.0,0.6931471805599453,18.0,False,2.0,1.0986122886681098,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
404,2011-01-18 00:00:00.000000000,1.0,0.6931471805599453,19.0,False,2.0,1.0986122886681098,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
405,2011-01-18 00:00:00.000000000,1.0,0.6931471805599453,20.0,False,2.0,1.0986122886681098,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
406,2011-01-18 00:00:00.000000000,1.0,0.6931471805599453,21.0,False,2.0,1.0986122886681098,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
407,2011-01-18 00:00:00.000000000,1.0,0.6931471805599453,22.0,False,2.0,1.0986122886681098,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
408,2011-01-18 00:00:00.000000000,1.0,0.6931471805599453,23.0,False,2.0,1.0986122886681098,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
409,2011-01-19 00:00:00.000000000,1.0,0.6931471805599453,0.0,False,3.0,1.0986122886681098,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
410,2011-01-19 00:00:00.000000000,1.0,0.6931471805599453,1.0,False,3.0,1.3862943611198906,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
411,2011-01-19 00:00:00.000000000,1.0,0.6931471805599453,2.0,False,3.0,1.3862943611198906,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
412,2011-01-19 00:00:00.000000000,1.0,0.6931471805599453,4.0,False,3.0,1.3862943611198906,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
413,2011-01-19 00:00:00.000000000,1.0,0.6931471805599453,5.0,False,3.0,1.0986122886681098,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
414,2011-01-19 00:00:00.000000000,1.0,0.6931471805599453,6.0,False,3.0,1.0986122886681098,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
415,2011-01-19 00:00:00.000000000,1.0,0.6931471805599453,7.0,False,3.0,1.0986122886681098,0.24,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
416,2011-01-19 00:00:00.000000000,1.0,0.6931471805599453,8.0,False,3.0,1.0986122886681098,0.24,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
417,2011-01-19 00:00:00.000000000,1.0,0.6931471805599453,9.0,False,3.0,1.0986122886681098,0.24,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
418,2011-01-19 00:00:00.000000000,1.0,0.6931471805599453,10.0,False,3.0,1.0986122886681098,0.26,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
419,2011-01-19 00:00:00.000000000,1.0,0.6931471805599453,11.0,False,3.0,1.0986122886681098,0.28,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
420,2011-01-19 00:00:00.000000000,1.0,0.6931471805599453,12.0,False,3.0,1.0986122886681098,0.3,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
421,2011-01-19 00:00:00.000000000,1.0,0.6931471805599453,13.0,False,3.0,0.6931471805599453,0.4,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
422,2011-01-19 00:00:00.000000000,1.0,0.6931471805599453,14.0,False,3.0,0.6931471805599453,0.4,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
423,2011-01-19 00:00:00.000000000,1.0,0.6931471805599453,15.0,False,3.0,0.6931471805599453,0.4,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
424,2011-01-19 00:00:00.000000000,1.0,0.6931471805599453,16.0,False,3.0,0.6931471805599453,0.38,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
425,2011-01-19 00:00:00.000000000,1.0,0.6931471805599453,17.0,False,3.0,0.6931471805599453,0.36,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
426,2011-01-19 00:00:00.000000000,1.0,0.6931471805599453,18.0,False,3.0,0.6931471805599453,0.34,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
427,2011-01-19 00:00:00.000000000,1.0,0.6931471805599453,19.0,False,3.0,0.6931471805599453,0.32,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
428,2011-01-19 00:00:00.000000000,1.0,0.6931471805599453,20.0,False,3.0,0.6931471805599453,0.32,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
429,2011-01-19 00:00:00.000000000,1.0,0.6931471805599453,21.0,False,3.0,0.6931471805599453,0.32,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
430,2011-01-19 00:00:00.000000000,1.0,0.6931471805599453,22.0,False,3.0,0.6931471805599453,0.3,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
431,2011-01-19 00:00:00.000000000,1.0,0.6931471805599453,23.0,False,3.0,0.6931471805599453,0.3,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
432,2011-01-20 00:00:00.000000000,1.0,0.6931471805599453,0.0,False,4.0,0.6931471805599453,0.26,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
433,2011-01-20 00:00:00.000000000,1.0,0.6931471805599453,1.0,False,4.0,0.6931471805599453,0.26,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
434,2011-01-20 00:00:00.000000000,1.0,0.6931471805599453,2.0,False,4.0,0.6931471805599453,0.26,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
435,2011-01-20 00:00:00.000000000,1.0,0.6931471805599453,3.0,False,4.0,0.6931471805599453,0.26,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
436,2011-01-20 00:00:00.000000000,1.0,0.6931471805599453,4.0,False,4.0,0.6931471805599453,0.26,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
437,2011-01-20 00:00:00.000000000,1.0,0.6931471805599453,5.0,False,4.0,0.6931471805599453,0.24,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
438,2011-01-20 00:00:00.000000000,1.0,0.6931471805599453,6.0,False,4.0,0.6931471805599453,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
439,2011-01-20 00:00:00.000000000,1.0,0.6931471805599453,7.0,False,4.0,0.6931471805599453,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
440,2011-01-20 00:00:00.000000000,1.0,0.6931471805599453,8.0,False,4.0,0.6931471805599453,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
441,2011-01-20 00:00:00.000000000,1.0,0.6931471805599453,9.0,False,4.0,1.0986122886681098,0.24,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
442,2011-01-20 00:00:00.000000000,1.0,0.6931471805599453,10.0,False,4.0,0.6931471805599453,0.26,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
443,2011-01-20 00:00:00.000000000,1.0,0.6931471805599453,11.0,False,4.0,1.0986122886681098,0.28,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
444,2011-01-20 00:00:00.000000000,1.0,0.6931471805599453,12.0,False,4.0,1.0986122886681098,0.3,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
445,2011-01-20 00:00:00.000000000,1.0,0.6931471805599453,13.0,False,4.0,1.0986122886681098,0.28,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
446,2011-01-20 00:00:00.000000000,1.0,0.6931471805599453,14.0,False,4.0,1.0986122886681098,0.3,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
447,2011-01-20 00:00:00.000000000,1.0,0.6931471805599453,15.0,False,4.0,1.0986122886681098,0.32,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
448,2011-01-20 00:00:00.000000000,1.0,0.6931471805599453,16.0,False,4.0,1.0986122886681098,0.3,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
449,2011-01-20 00:00:00.000000000,1.0,0.6931471805599453,17.0,False,4.0,1.0986122886681098,0.3,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
450,2011-01-20 00:00:00.000000000,1.0,0.6931471805599453,18.0,False,4.0,1.0986122886681098,0.26,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
451,2011-01-20 00:00:00.000000000,1.0,0.6931471805599453,19.0,False,4.0,0.6931471805599453,0.26,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
452,2011-01-20 00:00:00.000000000,1.0,0.6931471805599453,20.0,False,4.0,1.0986122886681098,0.26,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
453,2011-01-20 00:00:00.000000000,1.0,0.6931471805599453,21.0,False,4.0,1.0986122886681098,0.24,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
454,2011-01-20 00:00:00.000000000,1.0,0.6931471805599453,22.0,False,4.0,1.0986122886681098,0.24,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
455,2011-01-20 00:00:00.000000000,1.0,0.6931471805599453,23.0,False,4.0,1.0986122886681098,0.24,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
456,2011-01-21 00:00:00.000000000,1.0,0.6931471805599453,0.0,False,5.0,1.0986122886681098,0.24,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
457,2011-01-21 00:00:00.000000000,1.0,0.6931471805599453,1.0,False,5.0,1.0986122886681098,0.24,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
458,2011-01-21 00:00:00.000000000,1.0,0.6931471805599453,2.0,False,5.0,1.3862943611198906,0.24,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
459,2011-01-21 00:00:00.000000000,1.0,0.6931471805599453,3.0,False,5.0,1.3862943611198906,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
460,2011-01-21 00:00:00.000000000,1.0,0.6931471805599453,4.0,False,5.0,1.0986122886681098,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
461,2011-01-21 00:00:00.000000000,1.0,0.6931471805599453,5.0,False,5.0,0.6931471805599453,0.24,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
462,2011-01-21 00:00:00.000000000,1.0,0.6931471805599453,6.0,False,5.0,0.6931471805599453,0.22,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
463,2011-01-21 00:00:00.000000000,1.0,0.6931471805599453,7.0,False,5.0,0.6931471805599453,0.2,0.2879,0.81,0.0,1.3862943611198906,2.6390573296152584,2.833213344056216,0.0
